starting_point,destination_point,route_id,transport_type,route_name,route_path,road_distance_km,road_type,highway_number,date,time,weather_condition,temperature_C,traffic_congestion_index,holiday,weekday,season,actual_arrival_delay_min
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-07-10,09:40:00,Heavy Rain,28.7,45.4,0,Thursday,Monsoon,13.0
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-04-09,18:50:00,Heavy Rain,23.4,33.8,0,Wednesday,Spring,13.56
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-09-05,20:20:00,Cloudy,22.7,52.4,0,Friday,Autumn,15.63
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-09-10,20:30:00,Cloudy,26.4,54.2,1,Wednesday,Autumn,16.45
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-03-15,22:55:00,Rain,22.2,35.8,0,Saturday,Spring,8.27
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-06-25,21:45:00,Rain,34.4,39.6,0,Wednesday,Monsoon,11.0
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-01-21,13:30:00,Heavy Rain,21.1,54.3,0,Tuesday,Winter,15.31
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-03-22,12:35:00,Rain,32.5,29.6,0,Saturday,Spring,7.93
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-12-27,16:55:00,Cloudy,23.2,37.9,0,Saturday,Winter,13.19
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-07-04,10:45:00,Cloudy,27.9,60.7,0,Friday,Monsoon,13.97
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-08-16,15:20:00,Cloudy,26.4,49.5,0,Saturday,Monsoon,10.86
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-11-21,22:40:00,Clear,18.0,40.5,0,Friday,Autumn,4.78
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-09-18,08:15:00,Rain,24.8,31.9,0,Thursday,Autumn,14.99
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-10-17,18:55:00,Cloudy,31.3,29.7,0,Friday,Autumn,13.06
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-09-17,21:05:00,Clear,23.5,47.4,0,Wednesday,Autumn,6.83
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-07-02,14:10:00,Rain,28.4,90.5,0,Wednesday,Monsoon,12.86
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-08-19,11:20:00,Clear,27.3,61.3,0,Tuesday,Monsoon,11.75
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-04-16,09:10:00,Clear,28.1,23.3,0,Wednesday,Spring,10.6
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-11-22,08:35:00,Cloudy,29.9,64.1,0,Saturday,Autumn,14.05
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-03-07,10:40:00,Rain,22.4,34.8,0,Friday,Spring,10.79
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-11-19,18:50:00,Cloudy,22.0,49.9,0,Wednesday,Autumn,12.18
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-11-17,14:30:00,Clear,30.5,38.2,0,Monday,Autumn,8.75
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-02-21,08:35:00,Cloudy,20.2,90.5,0,Friday,Winter,20.86
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-09-17,14:35:00,Clear,25.2,27.3,0,Wednesday,Autumn,3.54
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-12-28,19:00:00,Heavy Rain,23.1,56.3,1,Sunday,Winter,18.66
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-07-28,05:40:00,Clear,24.9,36.3,0,Monday,Monsoon,9.75
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-05-05,05:00:00,Heavy Rain,29.8,64.8,1,Monday,Spring,20.47
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-11-17,22:30:00,Clear,25.8,55.9,0,Monday,Autumn,8.6
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-07-07,18:55:00,Clear,30.8,75.1,0,Monday,Monsoon,14.51
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-02-14,15:45:00,Cloudy,10.8,64.4,0,Friday,Winter,11.23
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-04-01,21:30:00,Rain,26.2,36.1,0,Tuesday,Spring,3.37
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-09-07,15:15:00,Heavy Rain,28.2,100.0,1,Sunday,Autumn,16.82
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-06-16,14:50:00,Cloudy,28.8,61.1,0,Monday,Monsoon,9.92
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-03-21,08:50:00,Cloudy,30.8,39.0,0,Friday,Spring,14.37
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-10-19,19:20:00,Clear,29.7,54.1,0,Sunday,Autumn,17.32
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-02-14,18:05:00,Cloudy,15.1,62.6,0,Friday,Winter,12.7
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-03-21,10:30:00,Cloudy,29.5,61.9,1,Friday,Spring,12.26
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-06-19,18:35:00,Heavy Rain,26.0,59.9,0,Thursday,Monsoon,23.66
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-01-15,18:55:00,Cloudy,18.2,69.3,0,Wednesday,Winter,14.67
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-05-22,06:50:00,Rain,29.0,67.4,0,Thursday,Spring,10.89
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-11-29,07:10:00,Rain,23.5,33.0,0,Saturday,Autumn,17.71
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-12-10,15:15:00,Clear,20.4,92.2,0,Wednesday,Winter,11.78
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-11-15,16:55:00,Cloudy,24.5,89.4,0,Saturday,Autumn,13.52
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-04-29,16:15:00,Heavy Rain,25.3,66.0,0,Tuesday,Spring,20.68
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-01-24,11:25:00,Cloudy,20.1,50.8,0,Friday,Winter,6.6
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-10-25,20:15:00,Cloudy,23.5,51.1,0,Saturday,Autumn,9.14
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-05-17,13:20:00,Heavy Rain,24.3,43.5,1,Saturday,Spring,13.43
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-10-01,08:30:00,Clear,29.1,46.1,0,Wednesday,Autumn,14.07
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-02-13,07:15:00,Heavy Rain,18.3,6.3,1,Thursday,Winter,14.73
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-09-01,20:20:00,Cloudy,21.6,80.6,0,Monday,Autumn,13.04
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-08-03,17:20:00,Cloudy,31.6,73.5,0,Sunday,Monsoon,18.11
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-12-02,13:05:00,Clear,16.8,16.5,0,Tuesday,Winter,3.56
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-02-07,08:45:00,Cloudy,13.8,67.8,0,Friday,Winter,7.75
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-05-29,06:50:00,Clear,19.5,49.8,0,Thursday,Spring,7.5
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-12-28,07:25:00,Clear,20.7,46.0,0,Sunday,Winter,9.07
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-05-23,06:10:00,Cloudy,24.4,59.9,0,Friday,Spring,2.83
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-08-29,14:35:00,Clear,25.3,15.1,0,Friday,Monsoon,3.97
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-02-28,08:30:00,Cloudy,19.9,49.8,1,Friday,Winter,18.77
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-09-23,07:30:00,Clear,28.4,51.6,0,Tuesday,Autumn,10.36
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-04-11,10:35:00,Clear,24.6,51.6,0,Friday,Spring,5.02
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-07-28,17:40:00,Clear,31.7,22.7,0,Monday,Monsoon,9.05
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-11-18,13:00:00,Cloudy,32.2,58.9,0,Tuesday,Autumn,3.71
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-08-30,07:05:00,Clear,33.0,71.2,0,Saturday,Monsoon,14.89
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-06-23,18:05:00,Clear,32.6,58.1,0,Monday,Monsoon,13.31
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-03-11,13:05:00,Cloudy,27.9,45.4,0,Tuesday,Spring,8.41
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-05-05,08:55:00,Rain,25.7,100.0,0,Monday,Spring,16.9
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-11-06,17:40:00,Rain,25.8,31.5,0,Thursday,Autumn,5.44
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-03-20,22:35:00,Clear,28.3,65.5,0,Thursday,Spring,3.38
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-08-28,14:40:00,Heavy Rain,25.2,54.9,0,Thursday,Monsoon,7.11
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-06-27,07:00:00,Cloudy,26.7,90.2,0,Friday,Monsoon,12.73
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-04-28,10:10:00,Cloudy,22.7,57.7,0,Monday,Spring,10.36
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-09-19,15:45:00,Clear,26.7,62.0,0,Friday,Autumn,10.79
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-05-13,22:25:00,Clear,27.2,60.1,0,Tuesday,Spring,9.59
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-04-15,21:30:00,Cloudy,25.0,28.8,0,Tuesday,Spring,6.18
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-07-13,21:45:00,Clear,31.5,32.6,0,Sunday,Monsoon,4.32
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-10-04,19:00:00,Rain,22.9,44.5,0,Saturday,Autumn,14.56
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-11-12,15:45:00,Clear,23.9,69.1,1,Wednesday,Autumn,8.59
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-08-18,16:40:00,Clear,31.3,54.7,0,Monday,Monsoon,10.46
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-08-30,18:20:00,Clear,31.8,45.9,0,Saturday,Monsoon,12.3
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-10-15,17:25:00,Clear,23.6,77.4,0,Wednesday,Autumn,15.76
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-04-09,16:00:00,Cloudy,27.7,10.4,0,Wednesday,Spring,10.91
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-04-02,07:10:00,Clear,24.7,24.1,0,Wednesday,Spring,11.67
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-06-26,20:10:00,Cloudy,28.4,0.1,0,Thursday,Monsoon,15.42
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-08-19,05:50:00,Clear,29.4,74.2,0,Tuesday,Monsoon,6.72
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-08-24,12:05:00,Cloudy,30.7,48.1,0,Sunday,Monsoon,13.94
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-02-26,12:15:00,Heavy Rain,19.0,69.3,0,Wednesday,Winter,14.95
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-10-12,22:05:00,Heavy Rain,26.8,47.8,0,Sunday,Autumn,8.09
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-05-13,06:15:00,Cloudy,23.8,70.5,0,Tuesday,Spring,16.09
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-11-17,13:00:00,Cloudy,27.2,47.5,0,Monday,Autumn,13.25
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-09-22,11:15:00,Rain,27.7,58.2,0,Monday,Autumn,10.02
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-12-25,06:40:00,Heavy Rain,20.1,55.3,0,Thursday,Winter,17.35
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-08-19,09:45:00,Cloudy,26.8,56.8,0,Tuesday,Monsoon,14.51
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-07-12,12:20:00,Clear,31.7,83.7,0,Saturday,Monsoon,9.26
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-03-10,21:40:00,Rain,23.0,17.5,0,Monday,Spring,5.35
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-05-26,11:35:00,Clear,25.7,48.6,0,Monday,Spring,11.57
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-11-10,20:50:00,Rain,25.2,54.0,0,Monday,Autumn,14.48
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-05-20,18:45:00,Clear,23.2,51.0,0,Tuesday,Spring,14.87
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-01-20,19:10:00,Clear,17.1,42.0,0,Monday,Winter,16.08
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-03-31,20:35:00,Rain,27.7,39.3,0,Monday,Spring,10.42
